city,category,n_businesses,mean_jaccard,n_pairs
Bensalem,Indian,11,0.0416,15
Philadelphia,Breakfast & Brunch,472,0.0416,863
Elkins Park,Korean,5,0.0416,4
Tampa,Japanese,64,0.0416,92
Lansdowne,Pizza,5,0.0416,7
West Chester,Ice Cream & Frozen Yogurt,5,0.0416,4
Downingtown,Chicken Wings,7,0.0415,6
Phoenixville,Nail Salons,10,0.0415,12
Philadelphia,Middle Eastern,55,0.0415,72
Ambler,Restaurants,74,0.0415,266
Philadelphia,Mexican,194,0.0415,257
Philadelphia,Hair Salons,273,0.0415,293
Tampa,Sushi Bars,75,0.0415,117
Downingtown,Pizza,15,0.0414,18
Saint Petersburg,Bars,120,0.0414,250
Philadelphia,Post Offices,6,0.0414,4
Tampa,Event Planning & Services,318,0.0414,365
Pottstown,Italian,10,0.0413,11
Plant City,Nightlife,6,0.0413,6
Philadelphia,Building Supplies,9,0.0413,10
Seminole,American (New),6,0.0413,6
St Petersburg,Home Services,16,0.0413,12
Tampa,Greek,6,0.0413,3
Philadelphia,Cajun/Creole,8,0.0413,8
Oldsmar,Beauty & Spas,7,0.0413,6
Plant City,Bars,6,0.0413,6
Dunedin,Burgers,6,0.0412,4
West Chester,Cafes,6,0.0412,5
Safety Harbor,Restaurants,33,0.0412,108
Saint Petersburg,Auto Repair,16,0.0412,13
Philadelphia,Japanese,152,0.0412,258
Brandon,Veterinarians,6,0.0412,3
Perkasie,American (New),5,0.0412,7
Chester Springs,Restaurants,20,0.0411,48
Spring Hill,Pizza,15,0.0411,14
Tampa,Vegan,31,0.0411,50
Saint Petersburg,Specialty Food,14,0.0411,8
King of Prussia,Bars,18,0.0411,44
St. Petersburg,Cocktail Bars,6,0.0411,8
Tampa,Head Shops,5,0.0411,3
Lutz,Hair Removal,7,0.041,6
King of Prussia,Event Planning & Services,11,0.041,9
Philadelphia,Event Planning & Services,447,0.041,464
Philadelphia,Gluten-Free,25,0.041,21
Brandon,Cafes,6,0.041,3
Exton,Bars,17,0.041,44
West Chester,Chinese,8,0.0409,9
Brandon,Breakfast & Brunch,15,0.0409,11
Gibsonton,Restaurants,9,0.0409,8
Wynnewood,Restaurants,20,0.0409,34
Ambler,Sandwiches,10,0.0409,12
Dunedin,American (New),23,0.0409,43
Seminole,Breakfast & Brunch,9,0.0409,9
Philadelphia,Vegan,92,0.0409,260
Downingtown,Sandwiches,7,0.0408,8
Media,American (New),10,0.0408,20
Collegeville,American (New),10,0.0408,15
Exton,Restaurants,120,0.0408,394
Abington,Pizza,5,0.0407,6
Largo,Chinese,9,0.0407,7
Warrington,Restaurants,48,0.0407,110
Willow Grove,Restaurants,61,0.0407,170
Montgomeryville,Restaurants,8,0.0407,8
Palm Harbor,Breakfast & Brunch,10,0.0407,10
Philadelphia,Asian Fusion,102,0.0407,113
Saint Petersburg,American (Traditional),34,0.0406,45
Philadelphia,Property Management,14,0.0406,11
Pinellas Park,American (Traditional),15,0.0406,22
Largo,American (New),11,0.0406,21
Clearwater,Caterers,8,0.0406,5
Newtown Square,American (Traditional),11,0.0406,21
St. Petersburg,Automotive,17,0.0405,12
Seminole,Pizza,5,0.0405,7
Tarpon Springs,Desserts,5,0.0405,5
West Chester,Italian,23,0.0405,33
Saint Petersburg,American (New),23,0.0405,39
Tampa,Steakhouses,40,0.0405,71
Philadelphia,Wraps,9,0.0404,6
Philadelphia,Computers,8,0.0404,6
West Chester,Hair Salons,7,0.0404,5
Blue Bell,Korean,8,0.0404,12
Jenkintown,Restaurants,63,0.0404,179
West Chester,Mexican,11,0.0404,16
Skippack,Restaurants,21,0.0403,52
Largo,Sports Bars,17,0.0403,19
Port Richey,American (Traditional),19,0.0403,18
Philadelphia,Mobile Phone Repair,12,0.0403,9
New Hope,Arts & Entertainment,12,0.0403,9
St. Petersburg,Tapas/Small Plates,5,0.0403,3
Wayne,American (Traditional),19,0.0403,39
Malvern,Italian,8,0.0403,7
Clearwater,American (Traditional),87,0.0403,138
Lansdale,Italian,11,0.0402,7
Philadelphia,Bagels,26,0.0402,21
Jenkintown,American (Traditional),17,0.0402,37
Perkasie,American (Traditional),7,0.0402,15
Hernando Beach,Seafood,5,0.0402,11
Gulfport,Bars,10,0.0402,14
Tampa,Seafood,119,0.0402,207
Exton,Nightlife,19,0.0402,46
Philadelphia,American (Traditional),439,0.0402,694
Riverview,Auto Repair,9,0.0401,11
Lansdale,Barbeque,6,0.0401,5
Philadelphia,Ramen,16,0.0401,26
Tarpon Springs,Salad,6,0.0401,8
Philadelphia,Appliances,14,0.0401,12
Philadelphia,Sewing & Alterations,21,0.0401,16
Philadelphia,Beauty & Spas,1041,0.0401,1667
Philadelphia,Nail Salons,270,0.0401,360
Glenside,Sandwiches,8,0.04,8
Philadelphia,Pet Services,119,0.0399,146
Largo,Thai,5,0.0399,5
New Hope,Pizza,6,0.0398,5
Tampa,Diners,26,0.0398,24
Newtown Square,Pizza,10,0.0397,20
Pinellas Park,Italian,6,0.0397,5
Wayne,American (New),12,0.0397,22
Horsham,Restaurants,43,0.0397,82
Seminole,Auto Repair,5,0.0397,6
North Wales,Breakfast & Brunch,7,0.0397,12
Saint Petersburg,Mexican,17,0.0397,14
Lansdale,Breakfast & Brunch,8,0.0397,13
Saint Petersburg,Skin Care,13,0.0397,10
Clearwater,Pet Services,6,0.0397,3
Dunedin,Mexican,11,0.0397,13
Ambler,Food,33,0.0396,60
Saint Petersburg,Pizza,20,0.0396,18
Philadelphia,Pets,181,0.0396,246
Bryn Mawr,American (New),5,0.0396,5
Malvern,Breakfast & Brunch,7,0.0396,10
Clearwater,Day Spas,12,0.0396,8
Phoenixville,Pizza,14,0.0396,26
Malvern,American (Traditional),14,0.0396,25
Spring Hill,Cafes,5,0.0396,3
St. Petersburg,American (New),17,0.0396,21
Philadelphia,Seafood,203,0.0395,280
West Chester,American (New),27,0.0395,67
Palm Harbor,Waxing,8,0.0395,7
Philadelphia,Massage Therapy,32,0.0394,29
Riverview,Japanese,8,0.0394,7
Philadelphia,Venues & Event Spaces,95,0.0394,86
Tampa,Adult Entertainment,7,0.0394,17
Philadelphia,Iberian,5,0.0394,7
New Port Richey,Auto Repair,12,0.0394,8
Tampa,Italian,102,0.0394,125
Philadelphia,Chicken Shop,21,0.0394,16
Largo,Pizza,24,0.0393,39
Saint Petersburg,Restaurants,421,0.0393,1120
Largo,American (Traditional),32,0.0393,40
Dunedin,Desserts,8,0.0393,10
Bensalem,Nightlife,14,0.0393,14
St. Petersburg,Beauty & Spas,47,0.0393,39
Lutz,Nail Salons,13,0.0393,10
Largo,Nightlife,38,0.0392,52
Tampa,Tacos,35,0.0392,23
Wayne,Pizza,15,0.0392,34
Radnor,Restaurants,8,0.0392,10
New Port Richey,Pizza,18,0.0392,22
Clearwater,Chicken Shop,5,0.0392,4
Largo,Italian,13,0.0392,15
Brandon,American (New),16,0.0392,14
Paoli,Nail Salons,5,0.0392,6
Largo,Bars,37,0.0391,51
Hatboro,Beauty & Spas,12,0.0391,19
Tampa,Mediterranean,33,0.0391,32
Philadelphia,Motorcycle Dealers,8,0.0391,10
Riverview,Asian Fusion,6,0.0391,11
Huntingdon Valley,Food,7,0.0391,7
Conshohocken,Breakfast & Brunch,10,0.039,13
Blue Bell,American (Traditional),7,0.039,10
New Hope,Food,42,0.039,60
Tampa,Oil Change Stations,24,0.039,19
Philadelphia,Home Cleaning,29,0.039,25
Philadelphia,Halal,36,0.0389,43
Media,Nail Salons,5,0.0389,4
Tampa,Halal,22,0.0389,33
Wayne,Italian,14,0.0389,22
Gulfport,Nightlife,13,0.0389,17
Tampa,Party & Event Planning,6,0.0388,3
Tampa,Auto Detailing,7,0.0388,5
Temple Terrace,Health & Medical,5,0.0388,4
Clearwater,Barbeque,9,0.0388,6
Philadelphia,Car Dealers,6,0.0388,4
Collegeville,Italian,6,0.0387,4
St. Petersburg,American (Traditional),38,0.0387,56
Philadelphia,Auto Glass Services,6,0.0387,3
Saint Petersburg,Gluten-Free,7,0.0386,7
Riverview,Beauty & Spas,33,0.0386,36
Bensalem,Bars,13,0.0386,12
Clearwater,Juice Bars & Smoothies,7,0.0385,7
Philadelphia,Tanning,12,0.0385,10
Tampa,Pet Sitting,15,0.0385,15
Tampa,Vegetarian,30,0.0385,33
Tampa,Reflexology,5,0.0385,5
Malvern,Sandwiches,7,0.0385,5
Doylestown,Mexican,6,0.0385,5
Glen Mills,Restaurants,63,0.0384,175
Saint Petersburg,Desserts,9,0.0384,9
Philadelphia,Printing Services,11,0.0384,7
Media,Italian,6,0.0384,11
Philadelphia,Irish,16,0.0384,22
East Norriton,Hair Salons,5,0.0384,4
West Chester,Event Planning & Services,14,0.0384,11
Lansdale,Sushi Bars,7,0.0384,12
North Wales,Burgers,8,0.0384,13
Saint Petersburg,Burgers,11,0.0384,9
Largo,Event Planning & Services,6,0.0384,3
Lithia,American (Traditional),6,0.0383,8
West Chester,Breakfast & Brunch,18,0.0383,28
Paoli,Chinese,5,0.0383,7
King Of Prussia,Restaurants,30,0.0382,43
Kennett Square,American (Traditional),8,0.0382,10
Bryn Mawr,Beauty & Spas,11,0.0382,14
Philadelphia,Coffee Roasteries,22,0.0382,26
Tarpon Springs,American (Traditional),9,0.0382,10
Clearwater,Hotels & Travel,47,0.0382,40
Largo,Bakeries,9,0.0382,10
Saint Petersburg,Juice Bars & Smoothies,6,0.0381,8
Brandon,Sports Bars,10,0.0381,6
Exton,Beauty & Spas,22,0.0381,22
Springfield,American (Traditional),7,0.0381,10
Brandon,Diners,8,0.0381,5
Philadelphia,Tours,9,0.0381,11
Philadelphia,Brazilian,5,0.038,8
Bryn Mawr,Italian,5,0.038,6
Saint Petersburg,Pubs,10,0.038,10
Havertown,Beauty & Spas,13,0.038,15
Philadelphia,Lingerie,5,0.038,4
Jenkintown,American (New),6,0.0379,5
King of Prussia,Pizza,8,0.0379,7
Philadelphia,Sports Clubs,7,0.0379,8
Lansdale,Asian Fusion,5,0.0379,4
Philadelphia,Sushi Bars,104,0.0379,152
Philadelphia,Mediterranean,79,0.0378,84
Bryn Mawr,Fast Food,5,0.0378,5
Gulfport,Restaurants,40,0.0378,90
St. Petersburg,Breakfast & Brunch,26,0.0378,30
Lansdale,American (Traditional),8,0.0378,9
St Petersburg,American (Traditional),7,0.0378,5
Lithia,Nightlife,6,0.0378,7
Lithia,Bars,6,0.0378,7
Saint Petersburg,Ice Cream & Frozen Yogurt,9,0.0378,8
Philadelphia,Car Rental,11,0.0378,9
Brandon,Nail Salons,21,0.0377,13
Saint Petersburg,Coffee & Tea,45,0.0377,73
Palm Harbor,Italian,12,0.0377,15
St. Petersburg,Skin Care,10,0.0377,6
Clearwater,Greek,12,0.0377,9
Dunedin,Chinese,6,0.0377,5
Tampa,Venues & Event Spaces,67,0.0377,60
North Wales,Beauty & Spas,16,0.0377,18
Southampton,Italian,5,0.0376,4
Wesley Chapel,Mexican,5,0.0376,4
Tampa,Appliances & Repair,6,0.0376,3
Philadelphia,Tires,46,0.0376,36
Philadelphia,Pet Groomers,29,0.0376,27
Kennett Square,Bars,5,0.0376,9
Philadelphia,Buffets,20,0.0375,18
Plant City,American (Traditional),10,0.0375,14
Philadelphia,Cheesesteaks,90,0.0375,120
Ardmore,Automotive,8,0.0375,7
Philadelphia,Wine Bars,53,0.0374,56
Lutz,Auto Repair,5,0.0374,5
West Chester,Nightlife,32,0.0374,60
Belleair Bluffs,Coffee & Tea,5,0.0373,4
North Wales,American (Traditional),11,0.0373,33
Lansdale,Japanese,5,0.0373,11
Clearwater,Sports Bars,24,0.0373,29
Philadelphia,Seafood Markets,8,0.0372,5
Brandon,Food Trucks,5,0.0372,5
Philadelphia,Pakistani,14,0.0372,17
Perkasie,Pizza,6,0.0372,6
Largo,Salad,6,0.0372,4
West Chester,Bakeries,13,0.0372,13
Tampa,Auto Parts & Supplies,37,0.0371,26
Aston,Active Life,5,0.0371,3
New Port Richey,Italian,11,0.0371,12
Philadelphia,Heating & Air Conditioning/HVAC,12,0.0371,13
Largo,Cafes,7,0.0371,9
Willow Grove,Pizza,8,0.0371,14
Newtown Square,Italian,8,0.037,13
Saint Petersburg,Wine Bars,11,0.037,10
Philadelphia,Italian,324,0.037,529
Philadelphia,Beer Bar,41,0.037,37
Tampa,Indian,42,0.037,95
Malvern,Pizza,12,0.037,11
West Chester,Bars,29,0.037,53
Tarpon Springs,Coffee & Tea,7,0.0369,9
Bala Cynwyd,Beauty & Spas,6,0.0369,5
Riverview,Active Life,8,0.0369,4
Philadelphia,Hospitals,15,0.0369,10
Largo,Diners,12,0.0369,11
North Wales,Bars,14,0.0369,37
North Wales,Nightlife,14,0.0369,37
Philadelphia,Barbers,61,0.0368,63
Tampa,Gelato,9,0.0368,6
Wesley Chapel,Sports Bars,6,0.0368,4
Horsham,Beauty & Spas,6,0.0367,5
Exton,Hair Salons,5,0.0367,4
Tampa,Middle Eastern,18,0.0367,20
Newtown Square,Nightlife,10,0.0367,23
King of Prussia,Seafood,6,0.0366,12
Philadelphia,Soul Food,53,0.0366,69
Tampa,Medical Spas,19,0.0366,12
St Petersburg,Restaurants,69,0.0366,82
Saint Petersburg,Japanese,8,0.0365,7
Kennett Square,American (New),15,0.0365,22
Wesley Chapel,Event Planning & Services,8,0.0365,6
Philadelphia,Cosmetic Dentists,21,0.0365,15
Plymouth Meeting,Restaurants,26,0.0365,53
Philadelphia,Reflexology,10,0.0364,10
Tampa,Skin Care,84,0.0364,77
Port Richey,Seafood,11,0.0364,10
Saint Petersburg,Body Shops,5,0.0364,4
Pinellas Park,Breakfast & Brunch,8,0.0363,6
Malvern,Pets,5,0.0363,5
Tampa,Pool Cleaners,7,0.0363,4
Saint Petersburg,Bakeries,12,0.0362,15
Tampa,Massage,52,0.0362,39
Philadelphia,Endodontists,6,0.0362,4
Tampa,Acai Bowls,23,0.0361,27
Tampa,Day Spas,46,0.0361,32
Saint Petersburg,Nail Salons,28,0.0361,21
Tampa,Thai,31,0.0361,33
Kennett Square,Mexican,6,0.0361,8
Brandon,Tires,7,0.036,4
Philadelphia,Towing,10,0.036,7
Perkasie,Nightlife,5,0.036,6
North Wales,American (New),9,0.036,15
Ambler,American (New),9,0.036,10
Kennett Square,Nightlife,7,0.0359,16
Clearwater,American (New),42,0.0359,51
Newtown Square,Bars,9,0.0358,20
Glenside,Italian,9,0.0358,13
Philadelphia,Tapas/Small Plates,20,0.0358,18
Saint Petersburg,Asian Fusion,8,0.0358,11
Philadelphia,Indian,68,0.0358,97
Saint Petersburg,Breakfast & Brunch,35,0.0357,40
Clearwater,Ice Cream & Frozen Yogurt,10,0.0357,10
Bala Cynwyd,Automotive,7,0.0357,4
Ruskin,Nightlife,7,0.0357,6
St. Petersburg,Seafood,14,0.0357,13
Philadelphia,Soup,21,0.0357,18
Ruskin,Bars,7,0.0357,6
Saint Petersburg,Vegetarian,6,0.0356,6
Philadelphia,Food Delivery Services,25,0.0356,18
West Chester,Desserts,10,0.0356,12
Willow Grove,Sushi Bars,5,0.0356,7
Chadds Ford,Restaurants,22,0.0356,38
Belleair Bluffs,Restaurants,10,0.0355,19
St Petersburg,Sandwiches,8,0.0355,5
Tampa,Eyelash Service,34,0.0355,30
Saint Petersburg,Sushi Bars,15,0.0355,22
Largo,Pets,12,0.0354,8
Warminster,Home Services,6,0.0354,3
Quakertown,Restaurants,23,0.0354,69
Philadelphia,Plumbing,27,0.0354,23
Bryn Mawr,Nail Salons,5,0.0353,4
Wayne,Breakfast & Brunch,8,0.0353,13
Saint Petersburg,Vegan,8,0.0353,19
Pottstown,Nail Salons,8,0.0352,10
Exton,Mexican,7,0.0352,6
Philadelphia,Skin Care,69,0.0352,67
Philadelphia,Dog Walkers,31,0.0352,26
Indian Rocks Beach,Bars,7,0.0352,20
North Redington Beach,Restaurants,5,0.0351,5
West Chester,Nail Salons,13,0.0351,19
Tampa,Puerto Rican,9,0.0351,10
Clearwater,Indian,5,0.0351,6
Philadelphia,Colleges & Universities,8,0.0351,5
Newtown Square,Beauty & Spas,8,0.0351,7
Horsham,Nightlife,6,0.035,8
Horsham,Bars,6,0.035,8
Tampa,Food Delivery Services,8,0.035,4
Saint Petersburg,Delis,9,0.035,8
Philadelphia,Cocktail Bars,122,0.0349,196
Clearwater,Nail Salons,21,0.0349,15
Jenkintown,Breakfast & Brunch,6,0.0349,6
East Norriton,Beauty & Spas,6,0.0348,5
Safety Harbor,American (New),5,0.0348,3
West Chester,Sushi Bars,10,0.0348,15
Largo,Chicken Wings,7,0.0347,4
Seminole,Salad,6,0.0346,12
Philadelphia,Jazz & Blues,7,0.0345,4
Brandon,Japanese,7,0.0345,8
Safety Harbor,Beauty & Spas,5,0.0344,4
Exton,Pizza,14,0.0344,18
Brandon,Steakhouses,7,0.0344,5
Saint Petersburg,Donuts,8,0.0344,6
Clearwater,Event Planning & Services,56,0.0343,41
Tampa,Transportation,21,0.0343,17
Downingtown,Burgers,7,0.0343,6
Tampa,Limos,7,0.0342,5
Saint Petersburg,Chinese,9,0.0342,5
Philadelphia,Tattoo,16,0.0342,15
Kennett Square,Breakfast & Brunch,6,0.0342,7
King Of Prussia,American (Traditional),5,0.0342,4
Lansdale,Chinese,8,0.0342,6
Brandon,Auto Repair,11,0.0341,6
Glen Mills,Beauty & Spas,16,0.0341,17
Exton,Breakfast & Brunch,10,0.0341,9
Largo,Mexican,14,0.0341,12
Tampa,Nail Salons,123,0.0341,129
Port Richey,Soup,5,0.0341,4
Hatboro,Nail Salons,8,0.034,16
King of Prussia,Active Life,6,0.034,4
Riverview,Oil Change Stations,8,0.0339,10
Riverview,Tires,8,0.0339,10
Glen Mills,American (New),8,0.0339,18
Ardmore,Auto Repair,5,0.0339,4
Kennett Square,Pizza,8,0.0338,8
Jenkintown,Pizza,6,0.0337,5
West Chester,Japanese,9,0.0337,13
Brandon,Sushi Bars,9,0.0337,11
Clearwater,Breakfast & Brunch,52,0.0337,68
Philadelphia,Watch Repair,6,0.0337,3
Indian Rocks Beach,Nightlife,9,0.0337,22
Philadelphia,Portuguese,6,0.0336,8
Indian Rocks Beach,American (New),6,0.0336,6
Brandon,Thai,7,0.0336,7
Tampa,Escape Games,8,0.0336,10
Philadelphia,Oil Change Stations,45,0.0335,32
Glen Mills,Italian,9,0.0335,15
Clearwater,Italian,19,0.0335,15
Tarpon Springs,Seafood,19,0.0335,28
West Chester,Seafood,9,0.0335,17
Indian Rocks Beach,Sandwiches,7,0.0335,12
Philadelphia,Falafel,6,0.0335,5
Saint Petersburg,Italian,12,0.0334,15
Largo,Hair Removal,9,0.0334,6
Largo,Waxing,9,0.0334,6
Blue Bell,Event Planning & Services,6,0.0334,7
Clearwater Beach,Shopping,5,0.0334,3
Philadelphia,Makeup Artists,19,0.0333,15
Tampa,Makeup Artists,12,0.0333,13
Philadelphia,Comfort Food,26,0.0332,22
Conshohocken,Nail Salons,5,0.0332,7
Pinellas Park,Sushi Bars,5,0.0332,7
Port Richey,Asian Fusion,5,0.0331,5
Clearwater,Salad,28,0.0331,31
Clearwater,Japanese,7,0.0331,4
Tampa,Body Shops,18,0.033,13
Philadelphia,Cupcakes,6,0.0328,6
King Of Prussia,Bars,7,0.0328,7
King Of Prussia,Nightlife,7,0.0328,7
Philadelphia,Szechuan,7,0.0328,5
North Wales,Nail Salons,5,0.0328,7
Southampton,Shopping,8,0.0327,5
West Chester,Pubs,9,0.0327,7
Philadelphia,Nutritionists,8,0.0327,4
Blue Bell,Pizza,8,0.0326,10
Wayne,Bakeries,5,0.0326,4
Malvern,Cafes,5,0.0325,9
Philadelphia,Day Spas,53,0.0325,53
Dunedin,Bakeries,7,0.0325,7
Kenneth City,Restaurants,6,0.0324,5
Riverview,Thai,5,0.0324,5
Maple Glen,Restaurants,7,0.0323,6
Clearwater,Cafes,23,0.0323,23
Indian Rocks Beach,Seafood,12,0.0323,38
Palm Harbor,Nail Salons,8,0.0322,7
Tampa,Wraps,6,0.0321,4
Philadelphia,Auto Detailing,6,0.0321,3
Glen Mills,American (Traditional),10,0.0321,15
Tierra Verde,Restaurants,13,0.0321,28
Philadelphia,Hotels & Travel,177,0.032,229
Brandon,Hair Removal,8,0.032,7
Philadelphia,Body Shops,19,0.0319,14
Philadelphia,Pet Sitting,45,0.0319,42
St. Petersburg,Caribbean,7,0.0319,8
Philadelphia,Airport Lounges,8,0.0319,9
Conshohocken,Beauty & Spas,10,0.0318,12
Brandon,Oil Change Stations,7,0.0318,4
West Chester,Salad,7,0.0318,6
St. Petersburg,Asian Fusion,6,0.0318,3
Saint Petersburg,Hair Removal,10,0.0317,5
Tampa,Hair Removal,93,0.0317,89
Madeira Beach,Hotels & Travel,7,0.0317,6
Philadelphia,Bridal,18,0.0317,17
Exton,Nail Salons,5,0.0316,3
Conshohocken,Automotive,8,0.0316,5
Glen Mills,Steakhouses,5,0.0316,3
St. Petersburg,Sports Bars,6,0.0315,6
Temple Terrace,Beauty & Spas,6,0.0314,6
Gulfport,Seafood,6,0.0314,5
Exton,Chinese,6,0.0313,8
Philadelphia,Dance Schools,5,0.0313,3
Essington,Restaurants,9,0.0313,12
Glen Mills,Nightlife,12,0.0312,19
Glen Mills,Bars,12,0.0312,19
Plant City,Seafood,5,0.0312,4
Philadelphia,Real Estate Agents,6,0.0312,3
North Wales,Italian,6,0.0311,4
Saint Petersburg,Sandwiches,25,0.0309,22
Philadelphia,Movers,11,0.0309,9
Exton,Italian,6,0.0309,5
Philadelphia,Hot Pot,9,0.0309,9
West Chester,Thai,7,0.0308,8
Saint Petersburg,Cocktail Bars,16,0.0307,15
New Hope,Specialty Food,5,0.0307,3
Clearwater,Soup,6,0.0306,4
New Hope,Nightlife,22,0.0306,42
Largo,Eyelash Service,5,0.0306,4
King of Prussia,Jewelry,5,0.0306,3
Philadelphia,Steakhouses,43,0.0306,76
New Hope,Bars,20,0.0305,40
Conshohocken,Auto Repair,6,0.0305,4
Brandon,Indian,6,0.0304,10
St. Pete Beach,Nightlife,21,0.0304,27
Warrington,Bars,6,0.0304,12
Clearwater,Sushi Bars,15,0.0304,13
Warrington,Nightlife,6,0.0304,12
St. Pete Beach,Bars,21,0.0304,27
Tampa,Buffets,13,0.0303,13
Bensalem,Event Planning & Services,9,0.0302,8
Indian Rocks Beach,Restaurants,29,0.03,153
Oldsmar,Italian,5,0.03,3
Tampa,Hotels & Travel,199,0.03,223
Philadelphia,Costumes,5,0.03,3
Indian Rocks Beach,Food,13,0.03,26
Clearwater,Beaches,6,0.0298,6
Ambler,Breakfast & Brunch,5,0.0297,6
Philadelphia,Hookah Bars,35,0.0296,46
Clearwater,Self Storage,8,0.0295,9
Philadelphia,Eyelash Service,43,0.0294,36
King Of Prussia,Seafood,5,0.0293,3
King of Prussia,Steakhouses,8,0.0293,6
Willow Grove,Nail Salons,5,0.0292,3
Havertown,Nail Salons,6,0.0291,6
Wesley Chapel,Auto Repair,6,0.029,5
Clearwater,Thai,8,0.0289,6
Philadelphia,Hair Stylists,28,0.0289,24
Philadelphia,Massage,93,0.0289,89
Clearwater,Chinese,5,0.0289,5
Philadelphia,Electronics Repair,7,0.0288,6
Clearwater Beach,Hotels & Travel,7,0.0287,6
Clearwater Beach,Hotels,7,0.0287,6
Clearwater,Hair Removal,5,0.0287,4
Saint Petersburg,Waxing,8,0.0287,4
Villanova,Restaurants,7,0.0286,9
Philadelphia,Hair Removal,135,0.0285,163
St. Pete Beach,Food,10,0.0285,11
Tampa,Waxing,58,0.0285,58
Glen Mills,Event Planning & Services,6,0.0285,5
Tarpon Springs,Greek,10,0.0285,14
Broomall,Beauty & Spas,6,0.0284,3
Philadelphia,Bikes,12,0.0283,13
Philadelphia,Bike Repair/Maintenance,12,0.0283,13
New Hope,Restaurants,83,0.0282,331
Philadelphia,Veterinarians,28,0.0281,27
Treasure Island,Nightlife,13,0.028,34
Treasure Island,Bars,13,0.028,34
Philadelphia,Waxing,83,0.028,92
Philadelphia,Escape Games,11,0.0279,17
Tampa,Hotels,99,0.0279,122
Clearwater,Movers,5,0.0277,7
New Hope,American (New),22,0.0277,52
Treasure Island,American (Traditional),7,0.0276,13
Clearwater,Hotels,25,0.0276,20
Madeira Beach,Food,10,0.0274,13
Tampa,Eyebrow Services,13,0.0273,9
Clearwater,Desserts,16,0.0273,11
Redington Shores,Restaurants,10,0.0273,23
Philadelphia,Airport Shuttles,8,0.0272,6
Riverview,Hair Removal,10,0.0272,11
Riverview,Waxing,10,0.0272,11
Tampa,Tours,8,0.0272,5
King of Prussia,Home Services,7,0.0271,4
Tampa,Car Rental,16,0.027,14
New Hope,Hotels & Travel,7,0.0267,5
Philadelphia,Tacos,8,0.0267,4
Philadelphia,Hair Extensions,16,0.0262,11
St. Petersburg,Nail Salons,11,0.0262,10
Clearwater,Seafood,32,0.0261,39
Kennett Square,Italian,5,0.0261,5
Saint Petersburg,Seafood,7,0.026,4
Indian Shores,Restaurants,7,0.026,11
St. Pete Beach,Event Planning & Services,15,0.026,19
St. Pete Beach,Hotels,15,0.026,19
St. Pete Beach,Hotels & Travel,15,0.026,19
Philadelphia,Pet Training,7,0.0258,7
Largo,Fitness & Instruction,5,0.0257,4
Clearwater Beach,Event Planning & Services,9,0.0257,8
Clearwater,Mediterranean,6,0.0257,3
St. Pete Beach,Restaurants,55,0.0256,126
Clearwater Beach,Sandwiches,7,0.0255,12
Treasure Island,Hotels & Travel,5,0.0253,3
Philadelphia,Shoe Repair,6,0.0251,6
Philadelphia,Orthodontists,8,0.0251,4
Brandon,Waxing,5,0.025,4
Philadelphia,Physical Therapy,5,0.025,4
Jenkintown,Nail Salons,6,0.025,7
Madeira Beach,Bars,22,0.0247,36
Madeira Beach,Nightlife,22,0.0247,36
King of Prussia,Nail Salons,7,0.0242,7
Philadelphia,Water Heater Installation/Repair,10,0.0242,8
New Hope,American (Traditional),8,0.0241,9
Treasure Island,Restaurants,23,0.0241,79
St. Petersburg,Auto Repair,6,0.0239,3
Madeira Beach,Active Life,5,0.0238,5
Philadelphia,Pressure Washers,6,0.0238,3
Philadelphia,Men's Hair Salons,18,0.0237,13
St. Pete Beach,American (Traditional),11,0.0232,21
Clearwater Beach,Seafood,23,0.0231,64
Saint Petersburg,Hotels,6,0.0231,3
Saint Petersburg,Hotels & Travel,6,0.0231,3
Madeira Beach,Restaurants,52,0.0228,130
St Pete Beach,Nightlife,9,0.0227,10
Philadelphia,Piercing,6,0.0227,5
Clearwater,Boating,5,0.0227,4
St Pete Beach,Bars,9,0.0227,10
Saint Pete Beach,Restaurants,9,0.0226,9
Philadelphia,Wedding Planning,6,0.022,4
St. Pete Beach,Breakfast & Brunch,5,0.022,8
Madeira Beach,Sandwiches,10,0.0217,12
Clearwater Beach,Restaurants,54,0.0215,147
Clearwater Beach,Food,7,0.0214,5
Madeira Beach,American (Traditional),11,0.0213,20
St. Pete Beach,Seafood,16,0.0211,28
Clearwater Beach,American (Traditional),16,0.0211,27
St. Petersburg,Day Spas,9,0.0211,7
Madeira Beach,Seafood,9,0.0211,22
Tampa,Taxis,5,0.021,3
Tampa,Airport Shuttles,7,0.0207,4
Madeira Beach,Breakfast & Brunch,5,0.0204,7
St Pete Beach,Restaurants,20,0.0203,28
Philadelphia,Taxis,13,0.0197,13
St Pete Beach,Seafood,7,0.0196,5
Langhorne,Event Planning & Services,9,0.0196,10
Clearwater Beach,Bars,15,0.0196,21
Clearwater Beach,Nightlife,16,0.0193,22
New Hope,Event Planning & Services,8,0.0189,8
St. Petersburg,Hair Removal,8,0.0189,6
St. Petersburg,Waxing,7,0.0186,4
St Pete Beach,Italian,5,0.0184,6
St Pete Beach,Pizza,5,0.0184,6
Clearwater Beach,American (New),14,0.0181,20
Doylestown,Car Dealers,5,0.0168,3
New Hope,Hotels,5,0.0168,3
